predicted labels,true labels,accuracy,block,item,condition
0,1.0,0.0,2,11,wrong bias
1,1.0,1.0,2,11,wrong bias
1,1.0,1.0,2,11,wrong bias
0,1.0,0.0,2,11,wrong bias
1,1.0,1.0,2,11,wrong bias
1,1.0,1.0,2,11,wrong bias
1,1.0,1.0,2,11,wrong bias
1,1.0,1.0,2,12,wrong bias
1,1.0,1.0,2,12,wrong bias
1,1.0,1.0,2,12,wrong bias
1,1.0,1.0,2,12,wrong bias
1,1.0,1.0,2,12,wrong bias
1,1.0,1.0,2,12,wrong bias
1,1.0,1.0,2,12,wrong bias
1,1.0,1.0,2,12,wrong bias
1,1.0,1.0,2,12,wrong bias
1,1.0,1.0,2,12,wrong bias
1,1.0,1.0,2,12,wrong bias
1,1.0,1.0,2,12,wrong bias
1,1.0,1.0,2,12,wrong bias
1,1.0,1.0,2,12,wrong bias
1,1.0,1.0,2,12,wrong bias
1,1.0,1.0,2,12,wrong bias
1,1.0,1.0,2,12,wrong bias
1,1.0,1.0,2,12,wrong bias
1,1.0,1.0,2,12,wrong bias
1,1.0,1.0,2,12,wrong bias
1,1.0,1.0,2,12,wrong bias
1,1.0,1.0,2,12,wrong bias
1,1.0,1.0,2,12,wrong bias
1,1.0,1.0,2,12,wrong bias
1,1.0,1.0,2,12,wrong bias
1,1.0,1.0,2,12,wrong bias
1,1.0,1.0,2,12,wrong bias
1,1.0,1.0,2,12,wrong bias
1,1.0,1.0,2,12,wrong bias
1,1.0,1.0,2,12,wrong bias
1,1.0,1.0,2,12,wrong bias
1,1.0,1.0,2,12,wrong bias
1,1.0,1.0,2,12,wrong bias
1,1.0,1.0,2,12,wrong bias
1,1.0,1.0,2,12,wrong bias
1,1.0,1.0,2,12,wrong bias
1,1.0,1.0,2,12,wrong bias
1,1.0,1.0,2,12,wrong bias
1,1.0,1.0,2,12,wrong bias
1,1.0,1.0,2,12,wrong bias
1,1.0,1.0,2,12,wrong bias
1,1.0,1.0,2,12,wrong bias
1,1.0,1.0,2,12,wrong bias
1,1.0,1.0,2,12,wrong bias
1,1.0,1.0,2,12,wrong bias
1,1.0,1.0,2,12,wrong bias
1,1.0,1.0,2,12,wrong bias
1,1.0,1.0,2,12,wrong bias
1,1.0,1.0,2,12,wrong bias
1,1.0,1.0,2,12,wrong bias
1,1.0,1.0,2,12,wrong bias
1,1.0,1.0,2,12,wrong bias
1,1.0,1.0,2,12,wrong bias
1,1.0,1.0,2,12,wrong bias
1,1.0,1.0,2,12,wrong bias
1,1.0,1.0,2,12,wrong bias
1,1.0,1.0,2,12,wrong bias
1,1.0,1.0,2,12,wrong bias
1,1.0,1.0,2,12,wrong bias
1,1.0,1.0,2,12,wrong bias
1,1.0,1.0,2,12,wrong bias
1,1.0,1.0,2,12,wrong bias
1,1.0,1.0,2,12,wrong bias
1,1.0,1.0,2,12,wrong bias
1,1.0,1.0,2,12,wrong bias
1,1.0,1.0,2,12,wrong bias
1,1.0,1.0,2,12,wrong bias
1,1.0,1.0,2,12,wrong bias
1,1.0,1.0,2,12,wrong bias
1,1.0,1.0,2,12,wrong bias
1,1.0,1.0,2,12,wrong bias
1,1.0,1.0,2,12,wrong bias
1,1.0,1.0,2,12,wrong bias
1,1.0,1.0,2,12,wrong bias
1,1.0,1.0,2,12,wrong bias
1,1.0,1.0,2,13,wrong bias
1,1.0,1.0,2,13,wrong bias
1,1.0,1.0,2,13,wrong bias
1,1.0,1.0,2,13,wrong bias
1,1.0,1.0,2,13,wrong bias
1,1.0,1.0,2,13,wrong bias
1,1.0,1.0,2,13,wrong bias
1,1.0,1.0,2,13,wrong bias
1,1.0,1.0,2,13,wrong bias
1,1.0,1.0,2,13,wrong bias
1,1.0,1.0,2,13,wrong bias
1,1.0,1.0,2,13,wrong bias
1,1.0,1.0,2,13,wrong bias
1,1.0,1.0,2,13,wrong bias
1,1.0,1.0,2,13,wrong bias
1,1.0,1.0,2,13,wrong bias
1,1.0,1.0,2,13,wrong bias
1,1.0,1.0,2,13,wrong bias
1,1.0,1.0,2,13,wrong bias
1,1.0,1.0,2,13,wrong bias
1,1.0,1.0,2,13,wrong bias
1,1.0,1.0,2,13,wrong bias
1,1.0,1.0,2,13,wrong bias
1,1.0,1.0,2,13,wrong bias
1,1.0,1.0,2,13,wrong bias
1,1.0,1.0,2,13,wrong bias
1,1.0,1.0,2,13,wrong bias
1,1.0,1.0,2,13,wrong bias
1,1.0,1.0,2,13,wrong bias
1,1.0,1.0,2,13,wrong bias
1,1.0,1.0,2,13,wrong bias
1,1.0,1.0,2,13,wrong bias
1,1.0,1.0,2,13,wrong bias
1,1.0,1.0,2,13,wrong bias
1,1.0,1.0,2,13,wrong bias
1,1.0,1.0,2,13,wrong bias
1,1.0,1.0,2,13,wrong bias
1,1.0,1.0,2,13,wrong bias
1,1.0,1.0,2,13,wrong bias
1,1.0,1.0,2,13,wrong bias
1,1.0,1.0,2,13,wrong bias
1,1.0,1.0,2,13,wrong bias
1,1.0,1.0,2,13,wrong bias
1,1.0,1.0,2,13,wrong bias
1,1.0,1.0,2,13,wrong bias
1,1.0,1.0,2,13,wrong bias
1,1.0,1.0,2,13,wrong bias
1,1.0,1.0,2,13,wrong bias
1,1.0,1.0,2,13,wrong bias
1,1.0,1.0,2,13,wrong bias
1,1.0,1.0,2,13,wrong bias
1,1.0,1.0,2,13,wrong bias
1,1.0,1.0,2,13,wrong bias
1,1.0,1.0,2,13,wrong bias
1,1.0,1.0,2,13,wrong bias
1,1.0,1.0,2,13,wrong bias
1,1.0,1.0,2,13,wrong bias
1,1.0,1.0,2,13,wrong bias
1,1.0,1.0,2,13,wrong bias
1,1.0,1.0,2,13,wrong bias
1,1.0,1.0,2,13,wrong bias
1,1.0,1.0,2,13,wrong bias
1,1.0,1.0,2,13,wrong bias
1,1.0,1.0,2,13,wrong bias
1,1.0,1.0,2,13,wrong bias
1,1.0,1.0,2,13,wrong bias
1,1.0,1.0,2,13,wrong bias
1,1.0,1.0,2,13,wrong bias
1,1.0,1.0,2,13,wrong bias
1,1.0,1.0,2,13,wrong bias
1,1.0,1.0,2,13,wrong bias
1,1.0,1.0,2,13,wrong bias
1,1.0,1.0,2,13,wrong bias
1,1.0,1.0,2,13,wrong bias
1,1.0,1.0,2,13,wrong bias
1,1.0,1.0,2,14,wrong bias
1,1.0,1.0,2,14,wrong bias
1,1.0,1.0,2,14,wrong bias
1,1.0,1.0,2,14,wrong bias
1,1.0,1.0,2,14,wrong bias
1,1.0,1.0,2,14,wrong bias
1,1.0,1.0,2,14,wrong bias
1,1.0,1.0,2,14,wrong bias
1,1.0,1.0,2,14,wrong bias
1,1.0,1.0,2,14,wrong bias
1,1.0,1.0,2,14,wrong bias
1,1.0,1.0,2,14,wrong bias
1,1.0,1.0,2,14,wrong bias
1,1.0,1.0,2,14,wrong bias
1,1.0,1.0,2,14,wrong bias
1,1.0,1.0,2,14,wrong bias
1,1.0,1.0,2,14,wrong bias
1,1.0,1.0,2,14,wrong bias
1,1.0,1.0,2,14,wrong bias
1,1.0,1.0,2,14,wrong bias
1,1.0,1.0,2,14,wrong bias
1,1.0,1.0,2,14,wrong bias
1,1.0,1.0,2,14,wrong bias
1,1.0,1.0,2,14,wrong bias
1,1.0,1.0,2,14,wrong bias
1,1.0,1.0,2,14,wrong bias
1,1.0,1.0,2,14,wrong bias
1,1.0,1.0,2,14,wrong bias
1,1.0,1.0,2,14,wrong bias
1,1.0,1.0,2,14,wrong bias
1,1.0,1.0,2,14,wrong bias
1,1.0,1.0,2,14,wrong bias
1,1.0,1.0,2,14,wrong bias
1,1.0,1.0,2,14,wrong bias
1,1.0,1.0,2,14,wrong bias
1,1.0,1.0,2,14,wrong bias
1,1.0,1.0,2,14,wrong bias
1,1.0,1.0,2,14,wrong bias
1,1.0,1.0,2,14,wrong bias
1,1.0,1.0,2,14,wrong bias
1,1.0,1.0,2,14,wrong bias
1,1.0,1.0,2,14,wrong bias
1,1.0,1.0,2,14,wrong bias
1,1.0,1.0,2,14,wrong bias
1,1.0,1.0,2,14,wrong bias
1,1.0,1.0,2,14,wrong bias
1,1.0,1.0,2,14,wrong bias
1,1.0,1.0,2,14,wrong bias
1,1.0,1.0,2,14,wrong bias
1,1.0,1.0,2,14,wrong bias
1,1.0,1.0,2,14,wrong bias
1,1.0,1.0,2,14,wrong bias
1,1.0,1.0,2,14,wrong bias
1,1.0,1.0,2,14,wrong bias
1,1.0,1.0,2,14,wrong bias
1,1.0,1.0,2,14,wrong bias
1,1.0,1.0,2,14,wrong bias
1,1.0,1.0,2,14,wrong bias
1,1.0,1.0,2,14,wrong bias
1,1.0,1.0,2,14,wrong bias
1,1.0,1.0,2,14,wrong bias
1,1.0,1.0,2,14,wrong bias
1,1.0,1.0,2,14,wrong bias
1,1.0,1.0,2,14,wrong bias
1,1.0,1.0,2,14,wrong bias
1,1.0,1.0,2,14,wrong bias
1,1.0,1.0,2,14,wrong bias
1,1.0,1.0,2,14,wrong bias
1,1.0,1.0,2,14,wrong bias
1,1.0,1.0,2,14,wrong bias
1,1.0,1.0,2,14,wrong bias
1,1.0,1.0,2,14,wrong bias
1,1.0,1.0,2,14,wrong bias
1,1.0,1.0,2,14,wrong bias
1,1.0,1.0,2,14,wrong bias
1,1.0,1.0,2,15,wrong bias
1,1.0,1.0,2,15,wrong bias
1,1.0,1.0,2,15,wrong bias
1,1.0,1.0,2,15,wrong bias
1,1.0,1.0,2,15,wrong bias
1,1.0,1.0,2,15,wrong bias
1,1.0,1.0,2,15,wrong bias
1,1.0,1.0,2,15,wrong bias
1,1.0,1.0,2,15,wrong bias
1,1.0,1.0,2,15,wrong bias
1,1.0,1.0,2,15,wrong bias
1,1.0,1.0,2,15,wrong bias
1,1.0,1.0,2,15,wrong bias
1,1.0,1.0,2,15,wrong bias
1,1.0,1.0,2,15,wrong bias
1,1.0,1.0,2,15,wrong bias
1,1.0,1.0,2,15,wrong bias
1,1.0,1.0,2,15,wrong bias
1,1.0,1.0,2,15,wrong bias
0,1.0,0.0,2,15,wrong bias
1,1.0,1.0,2,15,wrong bias
1,1.0,1.0,2,15,wrong bias
1,1.0,1.0,2,15,wrong bias
1,1.0,1.0,2,15,wrong bias
1,1.0,1.0,2,15,wrong bias
1,1.0,1.0,2,15,wrong bias
1,1.0,1.0,2,15,wrong bias
1,1.0,1.0,2,15,wrong bias
1,1.0,1.0,2,15,wrong bias
1,1.0,1.0,2,15,wrong bias
1,1.0,1.0,2,15,wrong bias
1,1.0,1.0,2,15,wrong bias
1,1.0,1.0,2,15,wrong bias
0,1.0,0.0,2,15,wrong bias
1,1.0,1.0,2,15,wrong bias
1,1.0,1.0,2,15,wrong bias
1,1.0,1.0,2,15,wrong bias
1,1.0,1.0,2,15,wrong bias
1,1.0,1.0,2,15,wrong bias
1,1.0,1.0,2,15,wrong bias
1,1.0,1.0,2,15,wrong bias
1,1.0,1.0,2,15,wrong bias
1,1.0,1.0,2,15,wrong bias
1,1.0,1.0,2,15,wrong bias
1,1.0,1.0,2,15,wrong bias
1,1.0,1.0,2,15,wrong bias
1,1.0,1.0,2,15,wrong bias
1,1.0,1.0,2,15,wrong bias
1,1.0,1.0,2,15,wrong bias
1,1.0,1.0,2,15,wrong bias
1,1.0,1.0,2,15,wrong bias
1,1.0,1.0,2,15,wrong bias
1,1.0,1.0,2,15,wrong bias
1,1.0,1.0,2,15,wrong bias
1,1.0,1.0,2,15,wrong bias
1,1.0,1.0,2,15,wrong bias
1,1.0,1.0,2,15,wrong bias
1,1.0,1.0,2,15,wrong bias
1,1.0,1.0,2,15,wrong bias
1,1.0,1.0,2,15,wrong bias
1,1.0,1.0,2,15,wrong bias
1,1.0,1.0,2,15,wrong bias
1,1.0,1.0,2,15,wrong bias
1,1.0,1.0,2,15,wrong bias
1,1.0,1.0,2,15,wrong bias
1,1.0,1.0,2,15,wrong bias
1,1.0,1.0,2,15,wrong bias
1,1.0,1.0,2,15,wrong bias
1,1.0,1.0,2,15,wrong bias
1,1.0,1.0,2,15,wrong bias
1,1.0,1.0,2,15,wrong bias
1,1.0,1.0,2,15,wrong bias
1,1.0,1.0,2,15,wrong bias
1,1.0,1.0,2,15,wrong bias
1,1.0,1.0,2,15,wrong bias
0,0.0,1.0,3,0,wrong bias
0,0.0,1.0,3,0,wrong bias
0,0.0,1.0,3,0,wrong bias
0,0.0,1.0,3,0,wrong bias
0,0.0,1.0,3,0,wrong bias
0,0.0,1.0,3,0,wrong bias
0,0.0,1.0,3,0,wrong bias
1,0.0,0.0,3,0,wrong bias
0,0.0,1.0,3,0,wrong bias
0,0.0,1.0,3,0,wrong bias
0,0.0,1.0,3,0,wrong bias
0,0.0,1.0,3,0,wrong bias
0,0.0,1.0,3,0,wrong bias
0,0.0,1.0,3,0,wrong bias
0,0.0,1.0,3,0,wrong bias
0,0.0,1.0,3,0,wrong bias
0,0.0,1.0,3,0,wrong bias
0,0.0,1.0,3,0,wrong bias
1,0.0,0.0,3,0,wrong bias
0,0.0,1.0,3,0,wrong bias
0,0.0,1.0,3,0,wrong bias
0,0.0,1.0,3,0,wrong bias
0,0.0,1.0,3,0,wrong bias
0,0.0,1.0,3,0,wrong bias
0,0.0,1.0,3,0,wrong bias
1,0.0,0.0,3,0,wrong bias
0,0.0,1.0,3,0,wrong bias
0,0.0,1.0,3,0,wrong bias
0,0.0,1.0,3,0,wrong bias
0,0.0,1.0,3,0,wrong bias
0,0.0,1.0,3,0,wrong bias
0,0.0,1.0,3,0,wrong bias
0,0.0,1.0,3,0,wrong bias
0,0.0,1.0,3,0,wrong bias
0,0.0,1.0,3,0,wrong bias
0,0.0,1.0,3,0,wrong bias
0,0.0,1.0,3,0,wrong bias
0,0.0,1.0,3,0,wrong bias
0,0.0,1.0,3,0,wrong bias
0,0.0,1.0,3,0,wrong bias
0,0.0,1.0,3,0,wrong bias
0,0.0,1.0,3,0,wrong bias
0,0.0,1.0,3,0,wrong bias
0,0.0,1.0,3,0,wrong bias
0,0.0,1.0,3,0,wrong bias
0,0.0,1.0,3,0,wrong bias
0,0.0,1.0,3,0,wrong bias
0,0.0,1.0,3,0,wrong bias
0,0.0,1.0,3,0,wrong bias
0,0.0,1.0,3,0,wrong bias
0,0.0,1.0,3,0,wrong bias
0,0.0,1.0,3,0,wrong bias
0,0.0,1.0,3,0,wrong bias
0,0.0,1.0,3,0,wrong bias
0,0.0,1.0,3,0,wrong bias
0,0.0,1.0,3,0,wrong bias
0,0.0,1.0,3,0,wrong bias
0,0.0,1.0,3,0,wrong bias
0,0.0,1.0,3,0,wrong bias
0,0.0,1.0,3,0,wrong bias
0,0.0,1.0,3,0,wrong bias
0,0.0,1.0,3,0,wrong bias
0,0.0,1.0,3,0,wrong bias
1,0.0,0.0,3,0,wrong bias
0,0.0,1.0,3,0,wrong bias
1,0.0,0.0,3,0,wrong bias
0,0.0,1.0,3,0,wrong bias
0,0.0,1.0,3,0,wrong bias
0,0.0,1.0,3,0,wrong bias
1,0.0,0.0,3,0,wrong bias
0,0.0,1.0,3,0,wrong bias
0,0.0,1.0,3,0,wrong bias
0,0.0,1.0,3,0,wrong bias
0,0.0,1.0,3,0,wrong bias
0,0.0,1.0,3,0,wrong bias
0,0.0,1.0,3,1,wrong bias
0,0.0,1.0,3,1,wrong bias
0,0.0,1.0,3,1,wrong bias
0,0.0,1.0,3,1,wrong bias
0,0.0,1.0,3,1,wrong bias
0,0.0,1.0,3,1,wrong bias
0,0.0,1.0,3,1,wrong bias
0,0.0,1.0,3,1,wrong bias
0,0.0,1.0,3,1,wrong bias
0,0.0,1.0,3,1,wrong bias
0,0.0,1.0,3,1,wrong bias
0,0.0,1.0,3,1,wrong bias
0,0.0,1.0,3,1,wrong bias
0,0.0,1.0,3,1,wrong bias
0,0.0,1.0,3,1,wrong bias
0,0.0,1.0,3,1,wrong bias
0,0.0,1.0,3,1,wrong bias
0,0.0,1.0,3,1,wrong bias
0,0.0,1.0,3,1,wrong bias
0,0.0,1.0,3,1,wrong bias
0,0.0,1.0,3,1,wrong bias
0,0.0,1.0,3,1,wrong bias
0,0.0,1.0,3,1,wrong bias
0,0.0,1.0,3,1,wrong bias
0,0.0,1.0,3,1,wrong bias
0,0.0,1.0,3,1,wrong bias
0,0.0,1.0,3,1,wrong bias
0,0.0,1.0,3,1,wrong bias
0,0.0,1.0,3,1,wrong bias
0,0.0,1.0,3,1,wrong bias
0,0.0,1.0,3,1,wrong bias
0,0.0,1.0,3,1,wrong bias
0,0.0,1.0,3,1,wrong bias
0,0.0,1.0,3,1,wrong bias
0,0.0,1.0,3,1,wrong bias
0,0.0,1.0,3,1,wrong bias
0,0.0,1.0,3,1,wrong bias
0,0.0,1.0,3,1,wrong bias
0,0.0,1.0,3,1,wrong bias
0,0.0,1.0,3,1,wrong bias
0,0.0,1.0,3,1,wrong bias
0,0.0,1.0,3,1,wrong bias
0,0.0,1.0,3,1,wrong bias
0,0.0,1.0,3,1,wrong bias
0,0.0,1.0,3,1,wrong bias
0,0.0,1.0,3,1,wrong bias
0,0.0,1.0,3,1,wrong bias
0,0.0,1.0,3,1,wrong bias
0,0.0,1.0,3,1,wrong bias
0,0.0,1.0,3,1,wrong bias
0,0.0,1.0,3,1,wrong bias
0,0.0,1.0,3,1,wrong bias
0,0.0,1.0,3,1,wrong bias
0,0.0,1.0,3,1,wrong bias
0,0.0,1.0,3,1,wrong bias
0,0.0,1.0,3,1,wrong bias
0,0.0,1.0,3,1,wrong bias
0,0.0,1.0,3,1,wrong bias
0,0.0,1.0,3,1,wrong bias
0,0.0,1.0,3,1,wrong bias
0,0.0,1.0,3,1,wrong bias
0,0.0,1.0,3,1,wrong bias
0,0.0,1.0,3,1,wrong bias
0,0.0,1.0,3,1,wrong bias
0,0.0,1.0,3,1,wrong bias
0,0.0,1.0,3,1,wrong bias
0,0.0,1.0,3,1,wrong bias
0,0.0,1.0,3,1,wrong bias
0,0.0,1.0,3,1,wrong bias
0,0.0,1.0,3,1,wrong bias
0,0.0,1.0,3,1,wrong bias
0,0.0,1.0,3,1,wrong bias
0,0.0,1.0,3,1,wrong bias
0,0.0,1.0,3,1,wrong bias
0,0.0,1.0,3,1,wrong bias
0,0.0,1.0,3,2,wrong bias
0,0.0,1.0,3,2,wrong bias
0,0.0,1.0,3,2,wrong bias
0,0.0,1.0,3,2,wrong bias
0,0.0,1.0,3,2,wrong bias
0,0.0,1.0,3,2,wrong bias
0,0.0,1.0,3,2,wrong bias
0,0.0,1.0,3,2,wrong bias
0,0.0,1.0,3,2,wrong bias
0,0.0,1.0,3,2,wrong bias
0,0.0,1.0,3,2,wrong bias
0,0.0,1.0,3,2,wrong bias
0,0.0,1.0,3,2,wrong bias
0,0.0,1.0,3,2,wrong bias
0,0.0,1.0,3,2,wrong bias
0,0.0,1.0,3,2,wrong bias
0,0.0,1.0,3,2,wrong bias
0,0.0,1.0,3,2,wrong bias
0,0.0,1.0,3,2,wrong bias
0,0.0,1.0,3,2,wrong bias
0,0.0,1.0,3,2,wrong bias
0,0.0,1.0,3,2,wrong bias
0,0.0,1.0,3,2,wrong bias
0,0.0,1.0,3,2,wrong bias
0,0.0,1.0,3,2,wrong bias
0,0.0,1.0,3,2,wrong bias
0,0.0,1.0,3,2,wrong bias
0,0.0,1.0,3,2,wrong bias
0,0.0,1.0,3,2,wrong bias
0,0.0,1.0,3,2,wrong bias
0,0.0,1.0,3,2,wrong bias
0,0.0,1.0,3,2,wrong bias
1,0.0,0.0,3,2,wrong bias
0,0.0,1.0,3,2,wrong bias
0,0.0,1.0,3,2,wrong bias
0,0.0,1.0,3,2,wrong bias
0,0.0,1.0,3,2,wrong bias
0,0.0,1.0,3,2,wrong bias
0,0.0,1.0,3,2,wrong bias
0,0.0,1.0,3,2,wrong bias
0,0.0,1.0,3,2,wrong bias
0,0.0,1.0,3,2,wrong bias
0,0.0,1.0,3,2,wrong bias
0,0.0,1.0,3,2,wrong bias
0,0.0,1.0,3,2,wrong bias
0,0.0,1.0,3,2,wrong bias
0,0.0,1.0,3,2,wrong bias
0,0.0,1.0,3,2,wrong bias
0,0.0,1.0,3,2,wrong bias
0,0.0,1.0,3,2,wrong bias
0,0.0,1.0,3,2,wrong bias
0,0.0,1.0,3,2,wrong bias
0,0.0,1.0,3,2,wrong bias
0,0.0,1.0,3,2,wrong bias
0,0.0,1.0,3,2,wrong bias
0,0.0,1.0,3,2,wrong bias
0,0.0,1.0,3,2,wrong bias
0,0.0,1.0,3,2,wrong bias
0,0.0,1.0,3,2,wrong bias
0,0.0,1.0,3,2,wrong bias
0,0.0,1.0,3,2,wrong bias
0,0.0,1.0,3,2,wrong bias
0,0.0,1.0,3,2,wrong bias
0,0.0,1.0,3,2,wrong bias
0,0.0,1.0,3,2,wrong bias
0,0.0,1.0,3,2,wrong bias
0,0.0,1.0,3,2,wrong bias
0,0.0,1.0,3,2,wrong bias
0,0.0,1.0,3,2,wrong bias
0,0.0,1.0,3,2,wrong bias
0,0.0,1.0,3,2,wrong bias
0,0.0,1.0,3,2,wrong bias
0,0.0,1.0,3,2,wrong bias
0,0.0,1.0,3,2,wrong bias
0,0.0,1.0,3,2,wrong bias
0,0.0,1.0,3,3,wrong bias
0,0.0,1.0,3,3,wrong bias
0,0.0,1.0,3,3,wrong bias
0,0.0,1.0,3,3,wrong bias
0,0.0,1.0,3,3,wrong bias
0,0.0,1.0,3,3,wrong bias
0,0.0,1.0,3,3,wrong bias
0,0.0,1.0,3,3,wrong bias
0,0.0,1.0,3,3,wrong bias
0,0.0,1.0,3,3,wrong bias
0,0.0,1.0,3,3,wrong bias
0,0.0,1.0,3,3,wrong bias
0,0.0,1.0,3,3,wrong bias
0,0.0,1.0,3,3,wrong bias
0,0.0,1.0,3,3,wrong bias
0,0.0,1.0,3,3,wrong bias
0,0.0,1.0,3,3,wrong bias
0,0.0,1.0,3,3,wrong bias
0,0.0,1.0,3,3,wrong bias
0,0.0,1.0,3,3,wrong bias
0,0.0,1.0,3,3,wrong bias
0,0.0,1.0,3,3,wrong bias
0,0.0,1.0,3,3,wrong bias
0,0.0,1.0,3,3,wrong bias
0,0.0,1.0,3,3,wrong bias
0,0.0,1.0,3,3,wrong bias
0,0.0,1.0,3,3,wrong bias
0,0.0,1.0,3,3,wrong bias
0,0.0,1.0,3,3,wrong bias
0,0.0,1.0,3,3,wrong bias
0,0.0,1.0,3,3,wrong bias
0,0.0,1.0,3,3,wrong bias
0,0.0,1.0,3,3,wrong bias
0,0.0,1.0,3,3,wrong bias
0,0.0,1.0,3,3,wrong bias
0,0.0,1.0,3,3,wrong bias
0,0.0,1.0,3,3,wrong bias
0,0.0,1.0,3,3,wrong bias
1,0.0,0.0,3,3,wrong bias
0,0.0,1.0,3,3,wrong bias
0,0.0,1.0,3,3,wrong bias
0,0.0,1.0,3,3,wrong bias
0,0.0,1.0,3,3,wrong bias
0,0.0,1.0,3,3,wrong bias
0,0.0,1.0,3,3,wrong bias
0,0.0,1.0,3,3,wrong bias
0,0.0,1.0,3,3,wrong bias
0,0.0,1.0,3,3,wrong bias
0,0.0,1.0,3,3,wrong bias
0,0.0,1.0,3,3,wrong bias
0,0.0,1.0,3,3,wrong bias
0,0.0,1.0,3,3,wrong bias
0,0.0,1.0,3,3,wrong bias
0,0.0,1.0,3,3,wrong bias
0,0.0,1.0,3,3,wrong bias
0,0.0,1.0,3,3,wrong bias
0,0.0,1.0,3,3,wrong bias
0,0.0,1.0,3,3,wrong bias
0,0.0,1.0,3,3,wrong bias
0,0.0,1.0,3,3,wrong bias
0,0.0,1.0,3,3,wrong bias
0,0.0,1.0,3,3,wrong bias
0,0.0,1.0,3,3,wrong bias
0,0.0,1.0,3,3,wrong bias
0,0.0,1.0,3,3,wrong bias
0,0.0,1.0,3,3,wrong bias
0,0.0,1.0,3,3,wrong bias
0,0.0,1.0,3,3,wrong bias
0,0.0,1.0,3,3,wrong bias
0,0.0,1.0,3,3,wrong bias
0,0.0,1.0,3,3,wrong bias
0,0.0,1.0,3,3,wrong bias
0,0.0,1.0,3,3,wrong bias
0,0.0,1.0,3,3,wrong bias
0,0.0,1.0,3,3,wrong bias
1,0.0,0.0,3,4,wrong bias
0,0.0,1.0,3,4,wrong bias
0,0.0,1.0,3,4,wrong bias
0,0.0,1.0,3,4,wrong bias
0,0.0,1.0,3,4,wrong bias
0,0.0,1.0,3,4,wrong bias
0,0.0,1.0,3,4,wrong bias
1,0.0,0.0,3,4,wrong bias
0,0.0,1.0,3,4,wrong bias
1,0.0,0.0,3,4,wrong bias
0,0.0,1.0,3,4,wrong bias
0,0.0,1.0,3,4,wrong bias
0,0.0,1.0,3,4,wrong bias
1,0.0,0.0,3,4,wrong bias
0,0.0,1.0,3,4,wrong bias
0,0.0,1.0,3,4,wrong bias
1,0.0,0.0,3,4,wrong bias
0,0.0,1.0,3,4,wrong bias
1,0.0,0.0,3,4,wrong bias
1,0.0,0.0,3,4,wrong bias
0,0.0,1.0,3,4,wrong bias
1,0.0,0.0,3,4,wrong bias
0,0.0,1.0,3,4,wrong bias
0,0.0,1.0,3,4,wrong bias
0,0.0,1.0,3,4,wrong bias
0,0.0,1.0,3,4,wrong bias
0,0.0,1.0,3,4,wrong bias
0,0.0,1.0,3,4,wrong bias
0,0.0,1.0,3,4,wrong bias
0,0.0,1.0,3,4,wrong bias
1,0.0,0.0,3,4,wrong bias
1,0.0,0.0,3,4,wrong bias
0,0.0,1.0,3,4,wrong bias
0,0.0,1.0,3,4,wrong bias
0,0.0,1.0,3,4,wrong bias
1,0.0,0.0,3,4,wrong bias
0,0.0,1.0,3,4,wrong bias
1,0.0,0.0,3,4,wrong bias
0,0.0,1.0,3,4,wrong bias
0,0.0,1.0,3,4,wrong bias
0,0.0,1.0,3,4,wrong bias
0,0.0,1.0,3,4,wrong bias
0,0.0,1.0,3,4,wrong bias
1,0.0,0.0,3,4,wrong bias
0,0.0,1.0,3,4,wrong bias
0,0.0,1.0,3,4,wrong bias
0,0.0,1.0,3,4,wrong bias
0,0.0,1.0,3,4,wrong bias
0,0.0,1.0,3,4,wrong bias
0,0.0,1.0,3,4,wrong bias
0,0.0,1.0,3,4,wrong bias
0,0.0,1.0,3,4,wrong bias
0,0.0,1.0,3,4,wrong bias
0,0.0,1.0,3,4,wrong bias
0,0.0,1.0,3,4,wrong bias
0,0.0,1.0,3,4,wrong bias
0,0.0,1.0,3,4,wrong bias
0,0.0,1.0,3,4,wrong bias
0,0.0,1.0,3,4,wrong bias
1,0.0,0.0,3,4,wrong bias
0,0.0,1.0,3,4,wrong bias
1,0.0,0.0,3,4,wrong bias
0,0.0,1.0,3,4,wrong bias
0,0.0,1.0,3,4,wrong bias
0,0.0,1.0,3,4,wrong bias
0,0.0,1.0,3,4,wrong bias
0,0.0,1.0,3,4,wrong bias
1,0.0,0.0,3,4,wrong bias
0,0.0,1.0,3,4,wrong bias
0,0.0,1.0,3,4,wrong bias
0,0.0,1.0,3,4,wrong bias
0,0.0,1.0,3,4,wrong bias
0,0.0,1.0,3,4,wrong bias
0,0.0,1.0,3,4,wrong bias
0,0.0,1.0,3,4,wrong bias
0,0.0,1.0,3,5,wrong bias
0,0.0,1.0,3,5,wrong bias
0,0.0,1.0,3,5,wrong bias
1,0.0,0.0,3,5,wrong bias
0,0.0,1.0,3,5,wrong bias
0,0.0,1.0,3,5,wrong bias
0,0.0,1.0,3,5,wrong bias
0,0.0,1.0,3,5,wrong bias
0,0.0,1.0,3,5,wrong bias
1,0.0,0.0,3,5,wrong bias
0,0.0,1.0,3,5,wrong bias
0,0.0,1.0,3,5,wrong bias
0,0.0,1.0,3,5,wrong bias
0,0.0,1.0,3,5,wrong bias
0,0.0,1.0,3,5,wrong bias
0,0.0,1.0,3,5,wrong bias
